air_inflow,air_end_temp,out_pressure,motor_current,motor_rpm,motor_temp,motor_vibe,type,motor_hp,air_flow_pressure,current_by_airflow,temp_diff,current_by_vibration,airflow_per_rotation,efficiency,volumetric_efficiency,fan_laws_6,performance_index,air_to_motor_ratio,air_to_power_ratio,mechanical_efficiency,air_density,air_mass_flow,air_inflow_efficiency1,air_inflow_efficiency2,motor_current_efficiency,label,treshold
2.87,58.04,0.7,37.19,3043.0,73.81,3.69,0,30,2.009,12.958188153310104,15.770000000000003,137.2311,0.0009431482090042721,0.01463953870514774,0.2555957205973637,0.7333464233929434,0.0007318777648285484,0.0009431482090042721,0.02091362672163963,44.54811627976457,0.2555957205973637,0.7335597181144338,0.012778054586157325,10.53756642430264,3.3120574386815176,0,0.999993085861206
1.28,36.9,0.7,16.52,1352.0,55.02,2.75,0,30,0.8959999999999999,12.90625,18.120000000000005,45.43,0.0009467455621301775,0.019722650231124805,0.3442711135018827,0.7409293320425944,0.0009857740482659616,0.0009467455621301775,0.028175214615892584,26.665023112480736,0.3442711135018827,0.44066702528240986,0.017207298475648444,8.459733650573346,4.443249058633674,0,0.9999872446060181
2.78,56.8,0.7,35.98,2944.0,72.71,3.64,0,30,1.9459999999999997,12.942446043165468,15.909999999999997,130.9672,0.0009442934782608695,0.01485868217385727,0.2594212852365026,0.7337689508793206,0.0007438537080572201,0.0009442934782608695,0.021226688819796103,43.74396031983581,0.2594212852365026,0.7211911729574771,0.012987119767031626,10.503868295093712,3.3575459866220734,0,0.9999898672103882
1.81,43.91,0.7,23.38,1913.0,61.26,3.06,0,30,1.267,12.917127071823204,17.35,71.5428,0.0009461578672242552,0.01770967868185198,0.3092019173935474,0.7383231832381433,0.0008846166628545065,0.0009461578672242552,0.02529954097407426,33.87861531838284,0.3092019173935474,0.5596554704823208,0.015444953758149775,9.655619784098208,3.994000457823833,0,0.9999911785125732
1.28,36.96,0.7,16.59,1357.0,55.08,2.75,0,30,0.8959999999999999,12.9609375,18.119999999999997,45.6225,0.0009432571849668386,0.01963943229766014,0.34300261271521404,0.7409214092140921,0.0009805453670763506,0.0009432571849668386,0.028056331853800208,26.65070962792481,0.34300261271521404,0.439043344275474,0.017125221223072595,8.450518254439823,4.445635425738595,0,0.9999948143959045
1.56,40.66,0.7,20.2,1653.0,58.37,2.92,0,30,1.0919999999999999,12.948717948717947,17.71,58.983999999999995,0.0009437386569872959,0.01851349518513495,0.32319817020112873,0.7395236880698846,0.0009261505215109484,0.0009437386569872959,0.026447850264478507,30.602807541028074,0.32319817020112873,0.5041891455137608,0.016168214099491107,9.152759557006439,4.185001947476153,0,0.9999927282333374
2.76,56.56,0.7,35.75,2925.0,72.5,3.63,0,30,1.9319999999999997,12.952898550724639,15.939999999999998,129.7725,0.0009435897435897435,0.014887591747095877,0.2599420781238963,0.733857264231096,0.0007454063178201108,0.0009435897435897435,0.02126798821013697,43.54620586025544,0.2599420781238963,0.7174401356219537,0.01301503094606543,10.48731832430892,3.367003367003367,0,0.9999867677688599
2.68,55.44,0.7,34.65,2835.0,71.5,3.58,0,30,1.876,12.929104477611938,16.060000000000002,124.047,0.000945326278659612,0.015123300039501157,0.2640576197373218,0.7342284739982949,0.0007572225754043936,0.000945326278659612,0.02160471434214451,42.874555611985784,0.2640576197373218,0.7076744208960224,0.013221346554679889,10.469976950423877,3.414028553693358,0,0.9999833703041077
2.77,56.61,0.7,35.8,2929.0,72.54,3.63,0,30,1.9389999999999998,12.924187725631768,15.930000000000007,129.95399999999998,0.0009457152611812905,0.014920664235037014,0.26052762016013514,0.7338308910530627,0.0007466502780973856,0.0009457152611812905,0.021315234621481452,43.70262554442341,0.26052762016013514,0.7216615078435743,0.013037155516698241,10.519511985787645,3.367107870661674,0,0.9999872446060181
1.76,43.3,0.7,22.78,1864.0,60.71,3.04,0,30,1.232,12.943181818181818,17.410000000000004,69.2512,0.000944206008583691,0.01779030543875052,0.31059408177095094,0.738529876699336,0.0008908339405995977,0.000944206008583691,0.025414722055357886,33.16112933783097,0.31059408177095094,0.5466455839168737,0.01555272621617017,9.536276864125393,4.020075672012649,0,0.9999945163726807
1.35,37.91,0.7,17.51,1433.0,55.92,2.8,0,30,0.945,12.97037037037037,18.010000000000005,49.028,0.0009420795533845081,0.019274700171330667,0.33645698335161006,0.7405487118458719,0.000965113742484368,0.0009420795533845081,0.027535285959043813,27.62064534551685,0.33645698335161006,0.45421692752467363,0.016846916190710087,8.622011036174127,4.36397168776792,0,0.9999932646751404
1.25,36.59,0.7,16.22,1327.0,54.74,2.74,0,30,0.875,12.975999999999999,18.15,44.4428,0.0009419743782969103,0.019688228464453186,0.3437862694514271,0.7410381472269775,0.000985490427340185,0.0009419743782969103,0.02812604066350455,26.126279172329376,0.3437862694514271,0.42973283681428387,0.017208154517663686,8.334022279175077,4.460970632401717,0,0.9999887943267822
1.81,43.99,0.7,23.45,1919.0,61.32,3.07,0,30,1.267,12.955801104972375,17.33,71.99149999999999,0.0009431995831162064,0.017599299917351357,0.3072311345655395,0.7382693460361525,0.0008811130258686995,0.0009431995831162064,0.025141857024787655,33.773056541397246,0.3072311345655395,0.5560883535636265,0.015381597898176882,9.614751259479295,3.9804254726861337,0,0.9999926090240479
1.99,46.31,0.7,25.73,2105.0,63.39,3.17,0,30,1.393,12.92964824120603,17.08,81.5641,0.0009453681710213776,0.017078592174743546,0.29822339779854184,0.7374432369797375,0.0008540643191976186,0.0009453681710213776,0.02439798882106221,35.950436527835166,0.29822339779854184,0.5934645616190982,0.01491352218049184,9.90314327758212,3.855923630832403,0,0.9999691843986511
3.2,62.35,0.7,41.41,3388.0,77.64,3.88,0,30,2.2399999999999998,12.940624999999999,15.29,160.67079999999999,0.0009445100354191264,0.013941550051409466,0.24343042149977487,0.73191590875205,0.0006967183693903752,0.0009445100354191264,0.019916500073442096,47.23397157417527,0.24343042149977487,0.7789773487992796,0.0121652503273973,10.62264641990259,3.1501417982205235,0,0.9999539256095886
1.14,35.04,0.7,14.7,1203.0,53.37,2.67,0,30,0.7979999999999999,12.894736842105264,18.33,39.248999999999995,0.0009476309226932667,0.020331728196896735,0.3549179485742572,0.7416536813400856,0.0010171578468374423,0.0009476309226932667,0.029045325995566768,24.459069020866774,0.3549179485742572,0.40460646137465317,0.017755872638060086,8.000117896474265,4.576573547404895,0,0.9999277591705322
2.93,58.81,0.7,37.95,3105.0,74.5,3.73,0,30,2.051,12.95221843003413,15.689999999999998,141.5535,0.0009436392914653784,0.014489221389792552,0.2529864052186001,0.7331002682257918,0.0007254335004553855,0.0009436392914653784,0.020698887699703645,44.98903241530587,0.2529864052186001,0.7412501672904983,0.012666299214300382,10.543930043003401,3.2767351802204354,0,0.999995768070221
1.77,43.38,0.7,22.86,1870.0,60.78,3.04,0,30,1.2389999999999999,12.915254237288135,17.4,69.4944,0.000946524064171123,0.017828774692637103,0.31135660005629046,0.7384980087236865,0.0008917320675488119,0.000946524064171123,0.025469678132338722,33.33980867523138,0.31135660005629046,0.5511011820996341,0.015572952684618674,9.579414973762143,4.021249648184632,0,0.999991774559021
2.22,49.33,0.7,28.67,2346.0,66.07,3.3,0,30,1.554,12.914414414414415,16.739999999999995,94.611,0.0009462915601023019,0.01642515140945556,0.2867550182128188,0.7363540470945925,0.0008203874625579439,0.0009462915601023019,0.023464502013507943,38.53340520658274,0.2867550182128188,0.6365961404324578,0.014322560316366006,10.182038333998378,3.7032731406132946,0,0.9999849200248718
3.02,59.91,0.7,39.03,3193.0,75.48,3.77,0,30,2.114,12.92384105960265,15.570000000000007,147.1431,0.0009458189790165988,0.014366966578793024,0.25088036578689626,0.7327385779940525,0.0007175869634611778,0.0009458189790165988,0.02052423796970432,45.87372428608612,0.25088036578689626,0.7576587046764267,0.012530723092429766,10.612890937434548,3.2423379724048216,0,0.9999939799308777
2.75,56.39,0.7,35.58,2911.0,72.34,3.62,0,30,1.9249999999999998,12.938181818181818,15.950000000000003,128.7996,0.0009446925455170044,0.014945698589126052,0.260964791579283,0.7338959895564529,0.0007479047400143255,0.0009446925455170044,0.02135099798446579,43.50692859294593,0.260964791579283,0.7176531768430282,0.01305906200604098,10.50136174021693,3.3764099215966867,0,0.9999868869781494
1.93,45.6,0.7,25.03,2048.0,62.76,3.14,0,30,1.351,12.968911917098447,17.159999999999997,78.5942,0.0009423828125,0.017189563606474778,0.3001219148089172,0.7377024482109227,0.0008600259675642256,0.0009423828125,0.02455651943782111,35.204226266060346,0.3001219148089172,0.5792352955812102,0.015015659855003187,9.793653306702716,3.892254677547771,0,0.9999786019325256
2.3,50.48,0.7,29.8,2438.0,67.09,3.35,0,30,1.6099999999999999,12.956521739130435,16.610000000000007,99.83,0.0009433962264150942,0.016127416608233996,0.281610813855252,0.7359434895511314,0.0008052890987864642,0.0009433962264150942,0.023039166583191426,39.318641690874486,0.281610813855252,0.6477048718670796,0.014061651906619382,10.233524581593446,3.648696631689787,0,0.9999900460243225
1.8,43.79,0.7,23.26,1903.0,61.14,3.06,0,30,1.26,12.922222222222222,17.35,71.1756,0.0009458749343142406,0.017702695867684994,0.30910945565824854,0.7383377000536632,0.0008860034241922812,0.0009458749343142406,0.025289565525264276,33.68823023620455,0.30910945565824854,0.5563970201848474,0.015470640077105672,9.62112028324578,3.994381077006034,0,0.9999936819076538
2.97,59.31,0.7,38.44,3145.0,74.94,3.75,0,30,2.079,12.942760942760941,15.629999999999995,144.14999999999998,0.0009443561208267091,0.014422476586888661,0.25182829888712244,0.7329240769161325,0.0007217011902966704,0.0009443561208267091,0.020603537981269515,45.35868886576484,0.25182829888712244,0.7479300476947537,0.012601496141269137,10.56845476381105,3.259353471118177,0,0.9999983906745911
2.74,56.31,0.7,35.51,2905.0,72.28,3.61,0,30,1.918,12.95985401459854,15.969999999999999,128.19109999999998,0.0009432013769363168,0.014962037146104529,0.26127461964994925,0.7339467371170021,0.0007472738530359344,0.0009432013769363168,0.02137433878014933,43.46471790943366,0.26127461964994925,0.715892457840861,0.013049271955400066,10.500868429483987,3.386080928383101,0,0.9999840259552002
1.25,36.53,0.7,16.16,1322.0,54.69,2.73,0,30,0.875,12.928,18.159999999999997,44.1168,0.0009455370650529501,0.019833714140644835,0.3463505732794689,0.7410687170871967,0.0009900537503009764,0.0009455370650529501,0.028333877343778336,26.22017009393247,0.3463505732794689,0.4329382165993361,0.017289030262441947,8.37219707214222,4.477620211356974,0,0.9999919533729553
2.11,47.86,0.7,27.24,2229.0,64.77,3.24,0,30,1.4769999999999999,12.909952606635072,16.909999999999997,88.2576,0.0009466128308658591,0.01673510269937093,0.29216445397094415,0.7368914791497848,0.0008371427010338401,0.0009466128308658591,0.023907289570529903,37.302543916897804,0.29216445397094415,0.6164669978786921,0.014614988897110687,10.054571065327073,3.7718292541083027,0,0.9999814629554749
2.63,54.79,0.7,34.01,2783.0,70.92,3.55,0,30,1.8409999999999997,12.931558935361217,16.130000000000003,120.73549999999999,0.0009450233560905498,0.015248207859328863,0.2662037622790281,0.7344458342231306,0.0007632704159703534,0.0009450233560905498,0.02178315408475552,42.43576247251223,0.2662037622790281,0.7001158947938438,0.013325202426544695,10.446207986781376,3.442429640726139,0,0.9999821782112122
2.42,52.01,0.7,31.3,2561.0,68.46,3.42,0,30,1.694,12.933884297520661,16.449999999999996,107.046,0.0009449433814916049,0.01582497244175401,0.2762992343542704,0.7354296790867972,0.0007905551526555467,0.0009449433814916049,0.022607103488220016,40.52775442333202,0.2762992343542704,0.6686441471373343,0.01380285395108976,10.335996774485636,3.5736223286316795,0,0.9999858140945435
2.45,52.39,0.7,31.67,2591.0,68.79,3.44,0,30,1.715,12.926530612244898,16.400000000000006,108.9448,0.0009455808568120418,0.01574191700751206,0.27487815605001215,0.7352807400350349,0.0007872102704730554,0.0009455808568120418,0.022488452867874376,40.78730696646375,0.27487815605001215,0.6734514823225298,0.013745905753918326,10.3533842466286,3.5532208988179117,0,0.9999819397926331
3.18,62.1,0.7,41.16,3368.0,77.42,3.87,0,30,2.226,12.943396226415093,15.32,159.2892,0.0009441805225653207,0.013974582080894374,0.24397429523651698,0.7320023873470605,0.0006985486005303697,0.0009441805225653207,0.019963688686991964,47.06639244845225,0.24397429523651698,0.775838258852124,0.012195563453439947,10.613606643717246,3.1578559723066157,0,0.999961256980896
2.11,47.98,0.7,27.35,2238.0,64.87,3.24,0,30,1.4769999999999999,12.962085308056874,16.890000000000008,88.614,0.0009428060768543341,0.01666779515652154,0.290989529893313,0.736834070658608,0.0008324904625732971,0.0009428060768543341,0.023811135937887917,37.30252556029521,0.290989529893313,0.6139879080748905,0.014533776427537136,10.039071495317318,3.7718311102284887,0,0.9999937415122986
1.5,39.79,0.7,19.35,1583.0,57.59,2.88,0,30,1.0499999999999998,12.9,17.800000000000004,55.728,0.0009475679090334807,0.018841515934539185,0.3290166350810697,0.7398350330892931,0.0009422393799526455,0.0009475679090334807,0.026916451335055984,29.82611972437553,0.3290166350810697,0.49352495262160456,0.01645368829716063,9.043815477224056,4.2443145925458,0,0.9999852776527405
2.65,55.03,0.7,34.25,2802.0,71.13,3.56,0,30,1.8549999999999998,12.924528301886793,16.099999999999994,121.93,0.000945753033547466,0.015213647174608378,0.2656609644796253,0.7343566137243546,0.0007614309565809902,0.000945753033547466,0.021733781678011974,42.628639383252676,0.2656609644796253,0.704001555871007,0.01329612025231922,10.465092400842261,3.433542654123459,0,0.9999794960021973
2.36,51.2,0.7,30.51,2496.0,67.73,3.39,0,30,1.652,12.927966101694917,16.53,103.42890000000001,0.0009455128205128205,0.01597232494979643,0.2789123364344603,0.7356909315237508,0.0007994416297033795,0.0009455128205128205,0.022817607071137752,39.86692307469188,0.2789123364344603,0.6582331139853262,0.013960029831873918,10.27853523904345,3.6057692307692304,0,0.9999860525131226
2.05,47.09,0.7,26.49,2167.0,64.08,3.2,0,30,1.4349999999999998,12.921951219512195,16.989999999999995,84.768,0.0009460083064143977,0.016928557946394866,0.29562759575449926,0.7371551751070009,0.0008453711833405676,0.0009460083064143977,0.02418365420913552,36.68418506983767,0.29562759575449926,0.6060365712967234,0.014762926130062387,9.99726903870162,3.8200853714813103,0,0.9999788403511047
1.74,43.04,0.7,22.53,1843.0,60.48,3.02,0,30,1.218,12.948275862068966,17.439999999999998,68.0406,0.0009441128594682583,0.017901076710081922,0.3126201521418074,0.7386280217693962,0.0008938699018592494,0.0009441128594682583,0.02557296672868846,32.99168437668098,0.3126201521418074,0.5439590647267448,0.015610331671102153,9.526437506569957,4.047891969974092,0,0.9999916553497314
2.13,48.15,0.7,27.52,2252.0,65.02,3.25,0,30,1.4909999999999999,12.92018779342723,16.869999999999997,89.44,0.0009458259325044405,0.016670393559928443,0.29102336384752014,0.7367709792931652,0.0008332632892920247,0.0009458259325044405,0.02381484794275492,37.54172629695885,0.29102336384752014,0.6198797649952179,0.014546692287056913,10.079738778600667,3.7600765131848615,0,0.9999880790710449
1.59,41.0,0.7,20.53,1680.0,58.67,2.93,0,30,1.113,12.91194968553459,17.67,60.15290000000001,0.0009464285714285715,0.0185028485742167,0.32301316431009264,0.7393917197452229,0.0009240386283016011,0.0009464285714285715,0.026432640820309574,31.084785604684058,0.32301316431009264,0.5135909312530473,0.016131388638632546,9.249396898601594,4.1707297253372335,0,0.9999912977218628
2.94,58.98,0.7,38.11,3118.0,74.64,3.73,0,30,2.058,12.962585034013605,15.660000000000004,142.1503,0.0009429121231558691,0.014477633884698098,0.25279145392918745,0.7330200614494848,0.0007234937619228818,0.0009429121231558691,0.020682334120997285,45.14126245248867,0.25279145392918745,0.7432068745518111,0.01263279907765098,10.560071722283045,3.276830717429025,0,0.999994158744812
1.21,35.95,0.7,15.6,1276.0,54.18,2.71,0,30,0.847,12.892561983471074,18.229999999999997,42.275999999999996,0.0009482758620689655,0.020035008042388117,0.349917292276371,0.7413044181906457,0.0010021201881667,0.0009482758620689655,0.028621440060554452,25.564670262087237,0.349917292276371,0.42339992365440887,0.017502323035602906,8.240946196837383,4.511330379761477,0,0.999965488910675
2.37,51.36,0.7,30.67,2509.0,67.88,3.39,0,30,1.659,12.940928270042194,16.519999999999996,103.97130000000001,0.0009445994420087685,0.015956326409307182,0.2786429032474243,0.7356517449747194,0.0007968760537352882,0.0009445994420087685,0.022794752013295973,40.03442296095172,0.2786429032474243,0.6603836806963956,0.013915725427353691,10.299278789743484,3.605897823881225,0,0.9999879002571106
3.16,61.8,0.7,40.87,3344.0,77.16,3.86,0,30,2.2119999999999997,12.933544303797467,15.36,157.7582,0.000944976076555024,0.014021458155582403,0.2448124550660684,0.7321146953405017,0.0007014363463005195,0.000944976076555024,0.020030654507974865,46.88775607226756,0.2448124550660684,0.7736073580087762,0.01224696833275044,10.609808835419035,3.1662927337184223,0,0.9999671578407288
1.68,42.25,0.7,21.76,1780.0,59.78,2.99,0,30,1.176,12.952380952380954,17.53,65.06240000000001,0.0009438202247191011,0.018074955734802278,0.31565893803314415,0.7389246629659,0.0009040501446480229,0.0009438202247191011,0.025821365335431827,32.17342120794805,0.31565893803314415,0.5303070158956822,0.015788227245217484,9.399011537286661,4.088534816429296,0,0.9999921321868896
1.3,37.15,0.7,16.77,1372.0,55.24,2.76,0,30,0.9099999999999999,12.899999999999999,18.090000000000003,46.285199999999996,0.0009475218658892129,0.019660712279519155,0.34330502387290324,0.7408286313074319,0.0009823237851461415,0.0009475218658892129,0.02808673182788451,26.97449724750028,0.34330502387290324,0.44629653103477424,0.017152821612766343,8.526692482867908,4.428634807960451,0,0.99998539686203
2.7,55.8,0.7,35.0,2864.0,71.82,3.59,0,30,1.89,12.962962962962962,16.019999999999996,125.64999999999999,0.0009427374301675979,0.015041782729805013,0.2626009554784395,0.7341058394160582,0.0007518796992481203,0.0009427374301675979,0.021488261042578595,43.079665738161566,0.2626009554784395,0.7090225797917866,0.013126391397488136,10.471862106519785,3.404086459905697,0,0.9999803304672241
1.71,42.6,0.7,22.1,1808.0,60.09,3.0,0,30,1.1969999999999998,12.923976608187136,17.490000000000002,66.30000000000001,0.0009457964601769912,0.018054298642533932,0.3152654867256637,0.7387927756653992,0.000901362887795004,0.0009457964601769912,0.025791855203619905,32.64217194570135,0.3152654867256637,0.5391039823008849,0.015739664839024645,9.48577134298552,4.07448377581121,0,0.9999923706054688
2.76,56.58,0.7,35.76,2926.0,72.51,3.63,0,30,1.9319999999999997,12.956521739130435,15.930000000000007,129.8088,0.0009432672590567327,0.014883428550298592,0.2598532394095682,0.7338339705079191,0.0007450950991254155,0.0009432672590567327,0.021262040786140846,43.54891193817368,0.2598532394095682,0.7171949407704082,0.013008788567876605,10.485871997136899,3.366794145393536,0,0.9999850988388062
2.03,46.88,0.7,26.28,2150.0,63.89,3.19,0,30,1.4209999999999998,12.945812807881776,17.009999999999998,83.8332,0.0009441860465116278,0.016950325169503247,0.29598308668076106,0.7372233337501563,0.0008463223867696879,0.0009441860465116278,0.0242147502421475,36.443199114431984,0.29598308668076106,0.6008456659619449,0.01477830719223083,9.960301085672816,3.831741634468178,0,0.9999809265136719
2.96,59.2,0.7,38.33,3136.0,74.84,3.74,0,30,2.072,12.949324324324325,15.64,143.3542,0.0009438775510204082,0.014453709762253217,0.25237367674342465,0.7329560505719447,0.0007222992318389501,0.0009438775510204082,0.02064815680321888,45.32683381442609,0.25237367674342465,0.747026083160537,0.012611939484505721,10.575144979521374,3.2680685910727925,0,0.9999982118606567
2.85,57.78,0.7,36.94,3022.0,73.58,3.68,0,30,1.9949999999999999,12.961403508771928,15.799999999999997,135.9392,0.000943084050297816,0.014675678538640803,0.25627283975484133,0.7334361206844427,0.0007339833789371862,0.000943084050297816,0.020965255055201148,44.349900543772506,0.25627283975484133,0.7303775933012978,0.012817124902117642,10.525367242988997,3.3216556844013465,0,0.9999902844429016
1.79,43.69,0.7,23.16,1895.0,61.06,3.05,0,30,1.253,12.938547486033519,17.370000000000005,70.63799999999999,0.0009445910290237467,0.017738327812225715,0.3097019767290973,0.7383940130727209,0.0008860448710659749,0.0009445910290237467,0.025340468303179594,33.614131204167734,0.3097019767290973,0.5543665383450841,0.015469882558528441,9.611615556856197,4.007093732427873,0,0.9999940395355225
1.62,41.5,0.7,21.02,1720.0,59.11,2.96,0,30,1.134,12.975308641975307,17.61,62.2192,0.0009418604651162791,0.018225885257283924,0.31819610307982404,0.7391955484896662,0.0009126817858494404,0.0009418604651162791,0.026036978938977037,31.348522642528348,0.31819610307982404,0.515477686989315,0.015934029184846543,9.258962904708126,4.128692646134507,0,0.9999797940254211
2.71,55.85,0.7,35.05,2868.0,71.87,3.59,0,30,1.8969999999999998,12.933579335793358,16.020000000000003,125.82949999999998,0.0009449093444909344,0.015075955956274166,0.26320594554065024,0.7341006537935229,0.0007530636132325623,0.0009449093444909344,0.021537079937534523,43.23784168259431,0.26320594554065024,0.7132881124151621,0.01314747940017997,10.503334518026783,3.404194978302506,0,0.999985933303833
2.89,58.29,0.7,37.44,3063.0,74.03,3.7,0,30,2.023,12.955017301038062,15.740000000000002,138.528,0.0009435194253999348,0.014603545853545855,0.2550052501080905,0.7332578707476831,0.0007298813948145301,0.0009435194253999348,0.020862208362208364,44.730660949410954,0.2550052501080905,0.7369651728123816,0.012745095574766106,10.550872363650967,3.30359742700585,0,0.9999951720237732
1.26,36.69,0.7,16.32,1335.0,54.83,2.74,0,30,0.8819999999999999,12.952380952380953,18.14,44.716800000000006,0.0009438202247191011,0.019724130528123652,0.344459936028869,0.7410022926151958,0.0009856669277231228,0.0009438202247191011,0.028177329325890937,26.331714255045075,0.344459936028869,0.4340195193963749,0.017213573312403814,8.38690524527704,4.461576314278684,0,0.9999958276748657
2.82,57.29,0.7,36.46,2983.0,73.14,3.66,0,30,1.9739999999999998,12.929078014184398,15.850000000000001,133.4436,0.000945357023131076,0.014792766382201917,0.25829426861504806,0.7335916921493232,0.0007402450773702354,0.000945357023131076,0.021132523403145597,44.126822118108315,0.25829426861504806,0.7283898374944355,0.012925307945461801,10.53447912604168,3.3395067495406576,0,0.999991238117218
1.16,35.31,0.7,14.97,1225.0,53.61,2.68,0,30,0.8119999999999999,12.905172413793105,18.299999999999997,40.119600000000005,0.000946938775510204,0.020239483943010395,0.3533353639963448,0.7415490902014206,0.001011785431211861,0.000946938775510204,0.02891354849001485,24.793367830187734,0.3533353639963448,0.40986902223575994,0.017663472775791906,8.073788862069062,4.5598537922631746,0,0.9999496936798096
1.31,37.31,0.7,16.93,1385.0,55.39,2.77,0,30,0.9169999999999999,12.923664122137405,18.08,46.8961,0.0009458483754512636,0.01955386482031555,0.3414615073831277,0.7407850214301825,0.000977869751801301,0.0009458483754512636,0.027934092600450787,27.082102776137035,0.3414615073831277,0.4473145746718973,0.01707615770809286,8.53807885404643,4.412933832058283,0,0.9999955892562866
1.29,37.05,0.7,16.67,1364.0,55.16,2.76,0,30,0.9029999999999999,12.92248062015504,18.11,46.0092,0.0009457478005865103,0.01962650948071255,0.3426622465893153,0.7408869537171422,0.0009820370951190472,0.0009457478005865103,0.02803787068673222,26.77055893169192,0.3426622465893153,0.44203429810021677,0.01714553663137256,8.473373900431946,4.4280462408092145,0,0.9999937415122986
1.2,35.94,0.7,15.58,1275.0,54.17,2.71,0,30,0.84,12.983333333333334,18.230000000000004,42.2218,0.0009411764705882352,0.019894935791463175,0.347297590622965,0.7413057551628148,0.000995297692354905,0.0009411764705882352,0.028421336844947395,25.36604313411555,0.347297590622965,0.416757108747558,0.017374496411080586,8.174347942482562,4.5090803849214955,0,0.9999724626541138
